Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
dr-martens-1461-dmc-3-eye-shoe-black-smooth,,,,,,,,,6,,black,,,DM-01-black-6,0.0,shopify,10,deny,manual,229.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/32a3557bccae4e2f615726a1aa7550fb.jpg?v=1667516052,3,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1461-dmc-3-eye-shoe-black-smooth,,,,,,,,,7,,black,,,DM-01-black-7,0.0,shopify,4,deny,manual,229.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/609ed43084a591eddac8bcf740787215.jpg?v=1667516052,4,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1461-dmc-3-eye-shoe-black-smooth,,,,,,,,,8,,black,,,DM-01-black-8,0.0,shopify,7,deny,manual,229.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/ec797abd9582e4b22cda99a72fb14b76.jpg?v=1667516052,5,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1461-dmc-3-eye-shoe-black-smooth,,,,,,,,,9,,black,,,DM-01-black-9,0.0,shopify,18,deny,manual,229.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1461-dmc-3-eye-shoe-black-smooth,,,,,,,,,10,,black,,,DM-01-black-10,0.0,shopify,6,deny,manual,229.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1461-dmc-3-eye-shoe-black-smooth,,,,,,,,,11,,black,,,DM-01-black-11,0.0,shopify,16,deny,manual,229.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1461-dmc-3-eye-shoe-black-smooth,,,,,,,,,12,,black,,,DM-01-black-12,0.0,shopify,6,deny,manual,229.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
nike-crackle-print-tb-tee,NIKE | CRACKLE PRINT TB TEE,"Meet your new favorite tee, the Nike Crackle Print T-Shirt. Bringing its A-game in soft, premium fabric, it features a ribbed crew neck and a woven Nike label on the hem.",NIKE,,T-SHIRTS,"egnition-sample-data, men, nike, summer",true,Size,s,Color,blue,,,NK-01-blue-s,0.0,shopify,20,deny,manual,40.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/62a3dd0421fc5ccf4df6815b3694d734.jpg?v=1667516048,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
nike-crackle-print-tb-tee,,,,,,,,,m,,blue,,,NK-01-blue-m,0.0,shopify,4,deny,manual,40.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/ef0746b3c879000196dfce266154b537.jpg?v=1667516048,2,,,,,,,,,,,,,,,,,,,kg,,,,,
nike-crackle-print-tb-tee,,,,,,,,,l,,blue,,,NK-01-blue-l,0.0,shopify,13,deny,manual,40.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/544c0236ac6a8def363f3db689aacf08.jpg?v=1667516048,3,,,,,,,,,,,,,,,,,,,kg,,,,,
nike-crackle-print-tb-tee,,,,,,,,,xl,,blue,,,NK-01-blue-xl,0.0,shopify,17,deny,manual,40.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot,TIMBERLAND | MENS 6 INCH PREMIUM BOOT,"Timberland has been refining their craft of producing hard-wearing boots for decades. The 6-Inch Premium Waterproof Boot (or Wheat Boot) is the original men's Timberland boot and was first designed nearly 40 years ago. Continuous improvements to the design and construction, such as the addition of Timberland's exclusive anti-fatigue technology for all day comfort, has cemented these boots as a sturdy and dependable staple in anyone's shoe collection. The premium waterproof leather, seam-sealed construction and rugged lug outsoles provides long-lasting durability and comfort to help you get through any environmental conditions and adventure. An absolute must-have.",TIMBERLAND,,SHOES,"egnition-sample-data, men, timberland, winter",true,Size,7,Color,yellow,,,TM-01-yellow-7,0.0,shopify,10,deny,manual,299.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/d610851e0277cdfbe3402e03be2effd2.jpg?v=1667516044,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
timberland-mens-6-inch-premium-boot,,,,,,,,,8,,yellow,,,TM-01-yellow-8,0.0,shopify,1,deny,manual,299.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e90ae3bb88769a8dedb76a93953d0471.jpg?v=1667516044,2,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot,,,,,,,,,9,,yellow,,,TM-01-yellow-9,0.0,shopify,6,deny,manual,299.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/5ad155a45244156a291e25edd17ee672.jpg?v=1667516044,3,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot,,,,,,,,,10,,yellow,,,TM-01-yellow-10,0.0,shopify,18,deny,manual,299.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e8d7ac1e388fb10ed31fbfe440d274ee.jpg?v=1667516044,4,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot,,,,,,,,,11,,yellow,,,TM-01-yellow-11,0.0,shopify,6,deny,manual,299.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/49e74b9c5a0231a4cbca1c04b0fc79f6.jpg?v=1667516044,5,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot,,,,,,,,,12,,yellow,,,TM-01-yellow-12,0.0,shopify,14,deny,manual,299.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot,,,,,,,,,13,,yellow,,,TM-01-yellow-13,0.0,shopify,15,deny,manual,299.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot,,,,,,,,,14,,yellow,,,TM-01-yellow-14,0.0,shopify,6,deny,manual,299.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot,,,,,,,,,15,,yellow,,,TM-01-yellow-15,0.0,shopify,9,deny,manual,299.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-classic-slip-on-perforated-suede,VANS | CLASSIC SLIP-ON (PERFORATED SUEDE),"The Perforated Suede Classic Slip-On features low profile slip-on perforated suede uppers,, padded collars, elastic side accents, and signature rubber waffle outsoles.",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,4,Color,beige,,,VN-09-beige-4,0.0,shopify,6,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/d0fb461a3a28439eb5a45b2e2fb232bb.jpg?v=1667516040,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-classic-slip-on-perforated-suede,,,,,,,,,5,,beige,,,VN-09-beige-5,0.0,shopify,7,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/ef0dd8033f11f8685ea287e35c9af258.jpg?v=1667516040,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-classic-slip-on-perforated-suede,,,,,,,,,6,,beige,,,VN-09-beige-6,0.0,shopify,0,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/a8433b27433c750dabc5c2ffee71a7d8.jpg?v=1667516040,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-classic-slip-on-perforated-suede,,,,,,,,,7,,beige,,,VN-09-beige-7,0.0,shopify,9,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/a3ae47694220cefcf42599af62a03919.jpg?v=1667516040,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-classic-slip-on-perforated-suede,,,,,,,,,8,,beige,,,VN-09-beige-8,0.0,shopify,5,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/b94adbe2e88cdd487fc6dd796c28d617.jpg?v=1667516040,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-classic-slip-on-perforated-suede,,,,,,,,,9,,beige,,,VN-09-beige-9,0.0,shopify,12,deny,manual,119.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-old-skool-butterfly-true-white-black,VANS | OLD SKOOL (BUTTERFLY) TRUE WHITE | BLACK,"Vans are a staple in skate culture and street style, and this skate sneaker is no exception. Introduced in 1977, the Vans Old Skool sneaker is a classic in the Vans collection. Full of attitude, the Old Skool is durable and lightweight, and can give the other boys in the collection a run for its money. Constructed from canvas, The Vans Old Skool features contrasting suede panels along the toe and heel, plus the iconic stripe along the side of the shoe, and sits over a chunky midsole.",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,4,Color,white,,,VN-08-white-4,0.0,shopify,20,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/cd759395d74526f72c3b0c43c91b4220.jpg?v=1667516035,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-old-skool-butterfly-true-white-black,,,,,,,,,5,,white,,,VN-08-white-5,0.0,shopify,20,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/b9434ec4984a3979f568d71eebec38be.jpg?v=1667516035,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-old-skool-butterfly-true-white-black,,,,,,,,,6,,white,,,VN-08-white-6,0.0,shopify,19,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/4921245d10cca7aa239256cbec46be20.jpg?v=1667516035,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-old-skool-butterfly-true-white-black,,,,,,,,,7,,white,,,VN-08-white-7,0.0,shopify,9,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/474bf8aec6e0f5fdbde6a179bd86acf9.jpg?v=1667516035,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-old-skool-butterfly-true-white-black,,,,,,,,,8,,white,,,VN-08-white-8,0.0,shopify,5,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/dd3fcc9e9135bc10a57463bc532f7858.jpg?v=1667516035,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-old-skool-butterfly-true-white-black,,,,,,,,,9,,white,,,VN-08-white-9,0.0,shopify,0,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi,VANS | SH-8 HI,"Vans are a staple in skate culture and street style, and this skate sneaker is no exception. Introduced in the early 70's, the Vans SK8 Hi was responsible for the reduced number of ankle injuries in the skating scene with the extra padded ankle support, but its popularity has grown across different cultural scenes. The Vans SK8 Hi True White is constructed from a combination of canvas and suede and features the signature side stripe detail and vulcanized waffle sole. Available in a range of colours.",VANS,,SHOES,"autumn, egnition-sample-data, men, spring, vans",true,Size,4,Color,black,,,VN-07-black-4,0.0,shopify,5,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/4e151d7b538e5aba66295f3a5d67b1f4.jpg?v=1667516028,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-sh-8-hi,,,,,,,,,5,,black,,,VN-07-black-5,0.0,shopify,9,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e4f442f26b28594da101d152538d50d2.jpg?v=1667516028,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi,,,,,,,,,6,,black,,,VN-07-black-6,0.0,shopify,19,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/c33f5349bfd035c332b547fc332060bb.jpg?v=1667516028,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi,,,,,,,,,7,,black,,,VN-07-black-7,0.0,shopify,12,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/57379e1ebd610e5938fc62a64c800d36.jpg?v=1667516028,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi,,,,,,,,,8,,black,,,VN-07-black-8,0.0,shopify,20,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/f04a0ae799824ed5458e4f8c22691354.jpg?v=1667516028,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi,,,,,,,,,9,,black,,,VN-07-black-9,0.0,shopify,14,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi,,,,,,,,,10,,black,,,VN-07-black-10,0.0,shopify,3,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi,,,,,,,,,11,,black,,,VN-07-black-11,0.0,shopify,2,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi,,,,,,,,,12,,black,,,VN-07-black-12,0.0,shopify,7,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi,,,,,,,,,14,,black,,,VN-07-black-14,0.0,shopify,2,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-desert-cowboy,VANS | ERA 59 (DESERT COWBOY),"Vans are a staple in skate culture and street style, and the Vans Era 59 is no exception. This classic lace-up skate shoe is focused on ultimate comfort and cool. Constructed from canvas with leather accents which sets it apart from the original Era, it features a soft footbed, double stitched vamp, a padded tongue and lining, as well as Vans' signature waffle sole. ",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,9,Color,light_brown,,,VN-06-light_brown-9,0.0,shopify,1,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/b6257e8a4b6a5805da251cb090a82b09.jpg?v=1667516023,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-era-59-desert-cowboy,,,,,,,,,10,,light_brown,,,VN-06-light_brown-10,0.0,shopify,7,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/d025a70b9e83bf6749e31faffbf0eda2.jpg?v=1667516023,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-desert-cowboy,,,,,,,,,11,,light_brown,,,VN-06-light_brown-11,0.0,shopify,12,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/aff688191f200039ff779e53441f786e.jpg?v=1667516023,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-desert-cowboy,,,,,,,,,12,,light_brown,,,VN-06-light_brown-12,0.0,shopify,8,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/dad6dc6854fa34fc6c3a653283b72fa8.jpg?v=1667516023,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-desert-cowboy,,,,,,,,,13,,light_brown,,,VN-06-light_brown-13,0.0,shopify,2,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/4082c622251534264e7eedf8f34682f8.jpg?v=1667516023,5,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s,ADIDAS | SUPERSTAR 80S,"There's a shell toe for every season, and the adidas Originals Superstar 80s shoes have a full grain leather upper with a shiny badge on the tongue that makes these shoes ready for any time of year.",ADIDAS,,SHOES,"adidas, autumn, egnition-sample-data, men, spring, summer",true,Size,5,Color,white,,,AD-01-white-5,0.0,shopify,13,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/44694ee386818f3276566210464cf341.jpg?v=1667516018,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
adidas-superstar-80s,,,,,,,,,6,,white,,,AD-01-white-6,0.0,shopify,8,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/b5176e5151cdf20d15cff3f551274753.jpg?v=1667516018,2,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s,,,,,,,,,7,,white,,,AD-01-white-7,0.0,shopify,14,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/6eb0aa9fdb271e5954b2f0d09a0640e4.jpg?v=1667516018,3,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s,,,,,,,,,9,,white,,,AD-01-white-9,0.0,shopify,19,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/015219de8a5be46a3b0a7b9089112d74.jpg?v=1667516018,4,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s,,,,,,,,,10,,white,,,AD-01-white-10,0.0,shopify,11,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e8490702c423e6c62d356cace500822f.jpg?v=1667516018,5,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s,,,,,,,,,11,,white,,,AD-01-white-11,0.0,shopify,14,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s,,,,,,,,,12,,white,,,AD-01-white-12,0.0,shopify,11,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
supra-mens-vaider,SUPRA | MENS VAIDER,Supra introduces the Vaider. A stylishly designed high top upper on a vulcanized sole that supplies excellent traction and board feel. A padded collar and tongue lining provide superior comfort,SUPRA,,SHOES,"autumn, egnition-sample-data, men, spring, summer, supra",true,Size,9,Color,gray,,,su-01-gray-9,0.0,shopify,4,deny,manual,169.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/401f6d6c355012d9eb8749feda025256.jpg?v=1667516013,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
supra-mens-vaider,,,,,,,,,10,,gray,,,su-01-gray-10,0.0,shopify,6,deny,manual,169.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/2b2fdffdc54e25749cffcc79cc55064a.jpg?v=1667516013,2,,,,,,,,,,,,,,,,,,,kg,,,,,
supra-mens-vaider,,,,,,,,,11,,gray,,,su-01-gray-11,0.0,shopify,3,deny,manual,169.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/b34a89dd1559c69852bd8268db4ed9e2.jpg?v=1667516013,3,,,,,,,,,,,,,,,,,,,kg,,,,,
supra-mens-vaider,,,,,,,,,12,,gray,,,su-01-gray-12,0.0,shopify,17,deny,manual,169.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/ae9ae979b6a39043dead233f0b95c469.jpg?v=1667516013,4,,,,,,,,,,,,,,,,,,,kg,,,,,
supra-mens-vaider,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/d4a80c3f805447df25a794dafa25a8ac.jpg?v=1667516013,5,,,,,,,,,,,,,,,,,,,,,,,,
puma-suede-classic-regal,PUMA | SUEDE CLASSIC REGAL,"First introduced in 1968, the Puma Suede Classic is Puma's most epic sneaker with its athletic inspired design and smooth suede. The Puma Suede Classic Regal Red/White is constructed with a suede upper and contrasting low profile rubber sole, and fat laces, the classic continues to make its mark on the streets today.",PUMA,,SHOES,"egnition-sample-data, men, puma, summer",true,Size,5,Color,red,,,PM-01-red-5,0.0,shopify,3,deny,manual,110.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e7a2b189514d134630552681e4c8bc07.jpg?v=1667516009,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
puma-suede-classic-regal,,,,,,,,,6,,red,,,PM-01-red-6,0.0,shopify,1,deny,manual,110.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/5fe3e1be9e0d18d258b82926ae85b615.jpg?v=1667516009,2,,,,,,,,,,,,,,,,,,,kg,,,,,
puma-suede-classic-regal,,,,,,,,,7,,red,,,PM-01-red-7,0.0,shopify,4,deny,manual,110.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/ecea2098a51def12d369589555d311b8.jpg?v=1667516009,3,,,,,,,,,,,,,,,,,,,kg,,,,,
puma-suede-classic-regal,,,,,,,,,8,,red,,,PM-01-red-8,0.0,shopify,17,deny,manual,110.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/0507c91ca02c25cbadad6a2b0e01c914.jpg?v=1667516009,4,,,,,,,,,,,,,,,,,,,kg,,,,,
puma-suede-classic-regal,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/a9395927d8bbeb473d8d51156f730f21.jpg?v=1667516009,5,,,,,,,,,,,,,,,,,,,,,,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack,ASICS TIGER | GEL-LYTE V '30 YEARS OF GEL' PACK,"The iconic ASICS Tiger GEL-Lyte III was originally released in 1990. Having over two decades of performance heritage, it offers fine design detailing and a padded split tongue to eliminate tongue movement, built on a sleek silhouette. It comes as no surprise the Gel-Lyte III is a fast growing popular choice for sneaker enthusiasts all over the world.",ASICS TIGER,,SHOES,"asics-tiger, autumn, egnition-sample-data, men, spring",true,Size,4,Color,black,,,AsTi-01-black-4,0.0,shopify,5,deny,manual,220.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/343bfbfc1a10a39a528a3d34367669c2.jpg?v=1667516004,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
asics-tiger-gel-lyte-v-30-years-of-gel-pack,,,,,,,,,8,,black,,,AsTi-01-black-8,0.0,shopify,12,deny,manual,220.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/548e71e82d4b2d3bdd2b739b4872edc9.jpg?v=1667516004,2,,,,,,,,,,,,,,,,,,,kg,,,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack,,,,,,,,,14,,black,,,AsTi-01-black-14,0.0,shopify,12,deny,manual,220.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/92b18b29e25d47479716de9da45c6f11.jpg?v=1667516004,3,,,,,,,,,,,,,,,,,,,kg,,,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/849cb34b82473241efdfcf60f9106452.jpg?v=1667516004,4,,,,,,,,,,,,,,,,,,,,,,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/262cb366636c10febf8b843a1d0853c5.jpg?v=1667516004,5,,,,,,,,,,,,,,,,,,,,,,,,
palladium-pallatech-hi-tx-chevron,PALLADIUM | PALLATECH HI TX | CHEVRON,"The Palladium iconic classic receives a subtle, yet stylish update. The Pallatech Hi TX features a full grain leather upper with cotton canvas and soft cuff around the collar, providing even more comfort. The boot is finished with a single-unit molded rubber outsole, offering excellent traction while exploring your city. The EVA-cushioned footbed and hugging heel cup cradle the foot for lasting support.",PALLADIUM,,SHOES,"egnition-sample-data, men, palladium, winter",true,Size,9,Color,red,,,"PAL-01
-red-9",0.0,shopify,17,deny,manual,159.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/09ba62adafa6de79108792f1e5467f6e.jpg?v=1667515999,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
palladium-pallatech-hi-tx-chevron,,,,,,,,,10,,red,,,"PAL-01
-red-10",0.0,shopify,15,deny,manual,159.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/6996e186647807bebac34facded1b121.jpg?v=1667515999,2,,,,,,,,,,,,,,,,,,,kg,,,,,
palladium-pallatech-hi-tx-chevron,,,,,,,,,12,,red,,,"PAL-01
-red-12",0.0,shopify,9,deny,manual,159.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/a800346484623127603c77b6ad2d6237.jpg?v=1667515999,3,,,,,,,,,,,,,,,,,,,kg,,,,,
palladium-pallatech-hi-tx-chevron,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/916ee4322e17f26d06193fec211e2378.jpg?v=1667515999,4,,,,,,,,,,,,,,,,,,,,,,,,
palladium-pallatech-hi-tx-chevron,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/7b92aa501b2b0a8f5f5b8b8ad2b4a7a5.jpg?v=1667515999,5,,,,,,,,,,,,,,,,,,,,,,,,
vans-sk8-hi-decon-cutout-leaves-white,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,The Vans Cut Out Sk8-Hi Decon brings a twist to the iconic Vans Sk8-Hi silhouette: a new deconstructed leather high-top upper with a custom die cut design that lets the material shape on its own accord without much structural constriction. It also features signature rubber waffle outsoles.,VANS,,SHOES,"autumn, egnition-sample-data, men, spring, summer, vans",true,Size,4,Color,white,,,"VN-05
-white-4",0.0,shopify,2,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/327cd936d9a9c409cd8b36987158013f.jpg?v=1667515994,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-sk8-hi-decon-cutout-leaves-white,,,,,,,,,5,,white,,,"VN-05
-white-5",0.0,shopify,20,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/3b4c16b45a527577c1593577e61e3582.jpg?v=1667515994,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white,,,,,,,,,6,,white,,,"VN-05
-white-6",0.0,shopify,16,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/95d47d370756e9b154d4c501f8320e38.jpg?v=1667515994,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white,,,,,,,,,7,,white,,,"VN-05
-white-7",0.0,shopify,7,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/c461facd876a1d239856452e67eb6eca.jpg?v=1667515994,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white,,,,,,,,,8,,white,,,"VN-05
-white-8",0.0,shopify,2,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/3b86153167fd83f23d8439ce2915dbea.jpg?v=1667515994,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white,,,,,,,,,9,,white,,,"VN-05
-white-9",0.0,shopify,2,deny,manual,179.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white,,,,,,,,,10,,white,,,"VN-05
-white-10",0.0,shopify,5,deny,manual,179.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
